"name"	"attr"	"type"
"Yunkai'islave3"	"Mhysa"	"appearedin"
"Yunkai'islave3"	"Alive"	"status"
"Yunkai'islave3"	"Yunkai"	"origin"
"Yunkai'islave3"	"DaenerysTargaryen"	"allegiance"
"Yunkai'islave3"	"Yunkai"	"culture"
"Yunkai'islave4"	"Mhysa"	"appearedin"
"Yunkai'islave4"	"Alive"	"status"
"Yunkai'islave4"	"Yunkai"	"origin"
"Yunkai'islave4"	"DaenerysTargaryen"	"allegiance"
"Yunkai'islave4"	"Yunkai"	"culture"
"Yunkai'islave5"	"Mhysa"	"appearedin"
"Yunkai'islave5"	"Alive"	"status"
"Yunkai'islave5"	"Yunkai"	"origin"
"Yunkai'islave5"	"DaenerysTargaryen"	"allegiance"
"Yunkai'islave5"	"Yunkai"	"culture"
"Yunkai'islave6"	"Mhysa"	"appearedin"
"Yunkai'islave6"	"Alive"	"status"
"Yunkai'islave6"	"Yunkai"	"origin"
"Yunkai'islave6"	"DaenerysTargaryen"	"allegiance"
"Yunkai'islave6"	"Yunkai"	"culture"
"Yunkai'iwhore"	"Alive"	"status"
"Yunkai'iwhore"	"Yunkai"	"origin"
"Yunkai'iwhore"	"SecondSons(mercenarycompany)"	"allegiance"
"Yunkai'iwhore"	"Yunkai"	"culture"
"Zalla"	"TheChildren"	"firstseen"
"Zalla"	"Dead"	"status"
"Zalla"	"3"	"age"
"Zalla"	"Drogon"	"death"
"Zalla"	"Meereen"	"origin"
"Zalla"	"Meereen"	"culture"
"Zanrush"	"TheRedWoman"	"firstseen"
"Zanrush"	"RedPriest"	"titles"
"Zanrush"	"Alive"	"status"
"Zanrush"	"Volantis"	"origin"
"Zanrush"	"R'hllor"	"allegiance"
"Zanrush"	"Volantis"	"culture"
"LysaArryn"	"RobertArryn"	"mother"
"JasperArryn"	"AlysArryn"	"father"
"JasperArryn"	"JonArryn"	"father"
"JonArryn"	"RobertArryn"	"father"
"CerseiLannister"	"TommenBaratheon"	"mother"
"CerseiLannister"	"JoffreyBaratheon"	"mother"
"CassanaBaratheon"	"StannisBaratheon"	"mother"
"CerseiLannister"	"MyrcellaBaratheon"	"mother"
"SelyseFlorent"	"ShireenBaratheon"	"mother"
"CassanaBaratheon"	"RenlyBaratheon"	"mother"
"RhaelleTargaryen"	"SteffonBaratheon"	"mother"
"CassanaBaratheon"	"RobertBaratheon"	"mother"
"RobertBaratheon"	"TommenBaratheon"	"father"
"RobertBaratheon"	"JoffreyBaratheon"	"father"
"SteffonBaratheon"	"StannisBaratheon"	"father"
"RobertBaratheon"	"MyrcellaBaratheon"	"father"
"StannisBaratheon"	"ShireenBaratheon"	"father"
"SteffonBaratheon"	"RenlyBaratheon"	"father"
"OrmundBaratheon"	"SteffonBaratheon"	"father"
"SteffonBaratheon"	"RobertBaratheon"	"father"
"JaimeLannister"	"TommenBaratheon"	"father"
"JaimeLannister"	"JoffreyBaratheon"	"father"
"JaimeLannister"	"MyrcellaBaratheon"	"father"
"MariyaDarry"	"WaldaFrey"	"mother"
"GennaLannister"	"WalderFrey"	"mother"
"MariyaDarry"	"WalderFrey"	"mother"
"BethanyRosby"	"BenfreyFrey"	"mother"
"GennaLannister"	"CleosFrey"	"mother"
"GennaLannister"	"LyonelFrey"	"mother"
"MariyaDarry"	"MarissaFrey"	"mother"
"BethanyRosby"	"OlyvarFrey"	"mother"
"BethanyRosby"	"PerwynFrey"	"mother"
"GennaLannister"	"TionFrey"	"mother"
"JeyneDarry"	"TywinFrey"	"mother"
"BethanyRosby"	"WillamenFrey"	"mother"
"JeyneDarry"	"WillemFrey"	"mother"
"MariyaDarry"	"AmereiFrey"	"mother"
"PerraRoyce"	"EmmonFrey"	"mother"
"DornaSwyft"	"LancelLannister"	"mother"
"AmareiCrakehall"	"MerrettFrey"	"mother"
"BethanyRosby"	"RoslinFrey"	"mother"
"MerrettFrey"	"WaldaFrey"	"father"
"EmmonFrey"	"WalderFrey"	"father"
"MerrettFrey"	"WalderFrey"	"father"
"WalderFrey"	"BenfreyFrey"	"father"
"EmmonFrey"	"CleosFrey"	"father"
"EmmonFrey"	"LyonelFrey"	"father"
"MerrettFrey"	"MarissaFrey"	"father"
"WalderFrey"	"OlyvarFrey"	"father"
"WalderFrey"	"PerwynFrey"	"father"
"EmmonFrey"	"TionFrey"	"father"
"CleosFrey"	"TywinFrey"	"father"
"WalderFrey"	"WillamenFrey"	"father"
"CleosFrey"	"WillemFrey"	"father"
"MerrettFrey"	"AmereiFrey"	"father"
"WalderFrey"	"EmmonFrey"	"father"
"KevanLannister"	"LancelLannister"	"father"
"WalderFrey"	"MerrettFrey"	"father"
"WalderFrey"	"RoslinFrey"	"father"
"LadyofHouseStonetree"	"QuentonGreyjoy"	"mother"
"LadyofHousePiper"	"RobinGreyjoy"	"mother"
"LadyofHouseSunderly"	"UrrigonGreyjoy"	"mother"
"LadyofHouseStonetree"	"DonelGreyjoy"	"mother"
"LadyofHouseSunderly"	"EuronGreyjoy"	"mother"
"LadyofHouseStonetree"	"HarlonGreyjoy"	"mother"
"LadyofHouseSunderly"	"AeronGreyjoy"	"mother"
"AlannysHarlaw"	"Asha(Yara)Greyjoy"	"mother"
"LadyofHouseSunderly"	"BalonGreyjoy"	"mother"
"AlannysHarlaw"	"MaronGreyjoy"	"mother"
"AlannysHarlaw"	"TheonGreyjoy"	"mother"
"LadyofHouseSunderly"	"VictarionGreyjoy"	"mother"
"AlannysHarlaw"	"RodrikGreyjoy"	"mother"
"QuellonGreyjoy"	"QuentonGreyjoy"	"father"
"QuellonGreyjoy"	"RobinGreyjoy"	"father"
"QuellonGreyjoy"	"UrrigonGreyjoy"	"father"
"QuellonGreyjoy"	"DonelGreyjoy"	"father"
"QuellonGreyjoy"	"EuronGreyjoy"	"father"
"QuellonGreyjoy"	"HarlonGreyjoy"	"father"
"QuellonGreyjoy"	"AeronGreyjoy"	"father"
"BalonGreyjoy"	"Asha(Yara)Greyjoy"	"father"
"QuellonGreyjoy"	"BalonGreyjoy"	"father"
"BalonGreyjoy"	"MaronGreyjoy"	"father"
"BalonGreyjoy"	"TheonGreyjoy"	"father"
"QuellonGreyjoy"	"VictarionGreyjoy"	"father"
"BalonGreyjoy"	"RodrikGreyjoy"	"father"
"MarlaPrester"	"StaffordLannister"	"mother"
"AlysStackspear"	"DamonLannister"	"mother"
"CerissaBrax"	"GeroldLannister"	"mother"
"MarlaPrester"	"JoannaLannister"	"mother"
"MyrandaLefford"	"CerennaLannister"	"mother"
"RohanneWebber"	"JasonLannister"	"mother"
"ShieraCrakehall"	"LannaLannister"	"mother"
"ShieraCrakehall"	"LucionLannister"	"mother"
"MyrandaLefford"	"MyrielleLannister"	"mother"
"CerissaBrax"	"TyboltLannister"	"mother"
"DarlessaMarbrand"	"TyrekLannister"	"mother"
"DornaSwyft"	"WillemLannister"	"mother"
"JoannaLannister"	"CerseiLannister"	"mother"
"MyrandaLefford"	"DavenLannister"	"mother"
"JeyneMarbrand"	"GennaLannister"	"mother"
"JeyneMarbrand"	"GerionLannister"	"mother"
"JoannaLannister"	"JaimeLannister"	"mother"
"JeyneMarbrand"	"KevanLannister"	"mother"
"JeyneMarbrand"	"TywinLannister"	"mother"
"JoannaLannister"	"TyrionLannister"	"mother"
"EllaLannister"	"DamionLannister"	"mother"
"JeyneMarbrand"	"TygettLannister"	"mother"
"JasonLannister"	"StaffordLannister"	"father"
"JasonLannister"	"DamonLannister"	"father"
"DamonLannister"	"GeroldLannister"	"father"
"JasonLannister"	"JoannaLannister"	"father"
"StaffordLannister"	"CerennaLannister"	"father"
"GeroldLannister"	"JasonLannister"	"father"
"DamionLannister"	"LannaLannister"	"father"
"DamionLannister"	"LucionLannister"	"father"
"StaffordLannister"	"MyrielleLannister"	"father"
"DamonLannister"	"TyboltLannister"	"father"
"TygettLannister"	"TyrekLannister"	"father"
"KevanLannister"	"WillemLannister"	"father"
"TywinLannister"	"CerseiLannister"	"father"
"StaffordLannister"	"DavenLannister"	"father"
"TytosLannister"	"GennaLannister"	"father"
"TytosLannister"	"GerionLannister"	"father"
"TywinLannister"	"JaimeLannister"	"father"
"TytosLannister"	"KevanLannister"	"father"
"TytosLannister"	"TywinLannister"	"father"
"TywinLannister"	"TyrionLannister"	"father"
"DamonLannister"	"DamionLannister"	"father"
"TytosLannister"	"TygettLannister"	"father"
"EliaMartell"	"RhaenysTargaryen"	"mother"
"EliaMartell"	"AegonTargaryen"	"mother"
"PrincessofDorne"	"MorsMartell"	"mother"
"EllariaSand"	"LorezaSand"	"mother"
"PrincessofDorne"	"DoranMartell"	"mother"
"PrincessofDorne"	"OberynMartell"	"mother"
"EllariaSand"	"ObellaSand"	"mother"
"EllariaSand"	"EliaSand"	"mother"
"PrincessofDorne"	"EliaMartell"	"mother"
"OberynMartell"	"LorezaSand"	"father"
"OberynMartell"	"NymeriaSand"	"father"
"OberynMartell"	"ObellaSand"	"father"
"OberynMartell"	"DoreaSand"	"father"
"OberynMartell"	"EliaSand"	"father"
"OberynMartell"	"ObaraSand"	"father"
"OberynMartell"	"TyeneSand"	"father"
"OberynMartell"	"SarellaSand"	"father"
"CatelynStark"	"RobbStark"	"mother"
"LorraRoyce"	"RodrikStark"	"mother"
"LynaraStark"	"BrandonStark"	"mother"
"LorraRoyce"	"ArtosStark"	"mother"
"AlysKarstark"	"BeronStark"	"mother"
"GillianeGlover"	"CreganStark"	"mother"
"MelanthaBlackwood"	"EdwyleStark"	"mother"
"LynaraStark"	"JonnelStark"	"mother"
"AlysKarstark"	"RodwellStark"	"mother"
"LorraRoyce"	"WillamStark"	"mother"
"CatelynStark"	"AryaStark"	"mother"
"CatelynStark"	"BranStark"	"mother"
"LyarraStark"	"LyannaStark"	"mother"
"LyarraStark"	"BenjenStark"	"mother"
"LyarraStark"	"EddardStark"	"mother"
"LyannaStark"	"JonSnow"	"mother"
"CatelynStark"	"SansaStark"	"mother"
"MarnaLocke"	"RickardStark"	"mother"
"CatelynStark"	"RickonStark"	"mother"
"LyarraStark"	"BrandonStark"	"mother"
"AryaFlint"	"LyarraStark"	"mother"
"EddardStark"	"RobbStark"	"father"
"BeronStark"	"RodrikStark"	"father"
"BrandonStark"	"BrandonStarkBurner"	"father"
"CreganStark"	"BrandonStark"	"father"
"BeronStark"	"ArtosStark"	"father"
"BrandonStark"	"BeronStark"	"father"
"RickonStark"	"CreganStark"	"father"
"WillamStark"	"EdwyleStark"	"father"
"CreganStark"	"JonnelStark"	"father"
"BrandonStark"	"RodwellStark"	"father"
"BeronStark"	"WillamStark"	"father"
"EddardStark"	"AryaStark"	"father"
"EddardStark"	"BranStark"	"father"
"RickardStark"	"LyannaStark"	"father"
"RickardStark"	"BenjenStark"	"father"
"RickardStark"	"EddardStark"	"father"
"EddardStark"	"JonSnow"	"father"
"EddardStark"	"SansaStark"	"father"
"EdwyleStark"	"RickardStark"	"father"
"EddardStark"	"RickonStark"	"father"
"RickardStark"	"BrandonStark"	"father"
"RodrikStark"	"LyarraStark"	"father"
"RhaegarTargaryen"	"JonSnow"	"father/mother"
"ShaeraTargaryen"	"AerysIITargaryen"	"mother"
"BethaBlackwood"	"DuncanTargaryen"	"mother"
"BethaBlackwood"	"JaehaerysIITargaryen"	"mother"
"DyannaDayne"	"AegonVTargaryen"	"mother"
"RhaellaTargaryen"	"DaenerysTargaryen"	"mother"
"RhaellaTargaryen"	"ViserysTargaryen"	"mother"
"BethaBlackwood"	"RhaelleTargaryen"	"mother"
"RhaellaTargaryen"	"RhaegarTargaryen"	"mother"
"RhaegarTargaryen"	"RhaenysTargaryen"	"father"
"RhaegarTargaryen"	"AegonTargaryen"	"father"
"JaehaerysIITargaryen"	"AerysIITargaryen"	"father"
"AegonVTargaryen"	"DuncanTargaryen"	"father"
"AegonVTargaryen"	"JaehaerysIITargaryen"	"father"
"MaekarITargaryen"	"AegonVTargaryen"	"father"
"AerysIITargaryen"	"DaenerysTargaryen"	"father"
"JaehaerysIITargaryen"	"RhaellaTargaryen"	"father"
"AerysIITargaryen"	"ViserysTargaryen"	"father"
"AegonVTargaryen"	"RhaelleTargaryen"	"father"
"AerysIITargaryen"	"RhaegarTargaryen"	"father"
"AegonVTargaryen"	"ShaeraTargaryen"	"father"
"MinisaWhent"	"CatelynStark"	"mother"
"MinisaWhent"	"EdmureTully"	"mother"
"MinisaWhent"	"LysaArryn"	"mother"
"HosterTully"	"CatelynStark"	"father"
"HosterTully"	"EdmureTully"	"father"
"HosterTully"	"LysaArryn"	"father"
"AlerieHightower"	"MargaeryTyrell"	"mother"
"LiaSerry"	"LuthorTyrell"	"mother"
"ElynNorridge"	"MedwickTyrell"	"mother"
"ElynNorridge"	"OleneTyrell"	"mother"
"LiaSerry"	"ElinorTyrell"	"mother"
"MinaTyrell"	"HobberRedwyne"	"mother"
"MinaTyrell"	"HorasRedwyne"	"mother"
"UnknownmotherTyrell"	"LuthorTyrell"	"mother"
"OlennaRedwyne"	"MinaTyrell"	"mother"
"UnknownmotherTyrell"	"MorynTyrell"	"mother"
"ElynNorridge"	"TheodoreTyrell"	"mother"
"OlennaRedwyne"	"MaceTyrell"	"mother"
"AlerieHightower"	"GarlanTyrell"	"mother"
"AlerieHightower"	"WillasTyrell"	"mother"
"AlerieHightower"	"LorasTyrell"	"mother"
"MaceTyrell"	"MargaeryTyrell"	"father"
"MorynTyrell"	"LuthorTyrell"	"father"
"TheodoreTyrell"	"LuthorTyrell"	"father"
"LuthorTyrell"	"MedwickTyrell"	"father"
"LuthorTyrell"	"OleneTyrell"	"father"
"TheodoreTyrell"	"ElinorTyrell"	"father"
"PaxterRedwyne"	"HobberRedwyne"	"father"
"PaxterRedwyne"	"HorasRedwyne"	"father"
"UnknownfatherTyrell"	"LuthorTyrell"	"father"
"LuthorTyrell"	"MinaTyrell"	"father"
"UnknownfatherTyrell"	"MorynTyrell"	"father"
"LuthorTyrell"	"TheodoreTyrell"	"father"
"LuthorTyrell"	"MaceTyrell"	"father"
"MaceTyrell"	"GarlanTyrell"	"father"
"MaceTyrell"	"WillasTyrell"	"father"
"MaceTyrell"	"LorasTyrell"	"father"
"RooseBolton"	"RamsayBolton"	"father"
"AlysArryn"	"ElysWaynwood"	"spouse"
"ElysWaynwood"	"AlysArryn"	"spouse"
"JonArryn"	"JeyneRoyce"	"spouse"
"LysaArryn"	"JonArryn"	"spouse"
"JonArryn"	"LysaArryn"	"spouse"
"JonArryn"	"RowenaArryn"	"spouse"
"TommenBaratheon"	"MargaeryTyrell"	"spouse"
"JoffreyBaratheon"	"MargaeryTyrell"	"spouse"
"MargaeryTyrell"	"RenlyBaratheon"	"spouse"
"CassanaBaratheon"	"SteffonBaratheon"	"spouse"
"CerseiLannister"	"RobertBaratheon"	"spouse"
"RenlyBaratheon"	"MargaeryTyrell"	"spouse"
"SteffonBaratheon"	"CassanaBaratheon"	"spouse"
"SelyseFlorent"	"StannisBaratheon"	"spouse"
"RhaelleTargaryen"	"OrmundBaratheon"	"spouse"
"RobertBaratheon"	"CerseiLannister"	"spouse"
"MargaeryTyrell"	"JoffreyBaratheon"	"spouse"
"MargaeryTyrell"	"TommenBaratheon"	"spouse"
"WaldaFrey"	"RooseBolton"	"spouse"
"BenfreyFrey"	"JyannaFrey"	"spouse"
"JeyneDarry"	"CleosFrey"	"spouse"
"JyannaFrey"	"BenfreyFrey"	"spouse"
"CleosFrey"	"JeyneDarry"	"spouse"
"LyonelFrey"	"MelesaCrakehall"	"spouse"
"MariyaDarry"	"MerrettFrey"	"spouse"
"MelesaCrakehall"	"LyonelFrey"	"spouse"
"PateoftheBlueFork"	"AmereiFrey"	"spouse"
"AmereiFrey"	"PateoftheBlueFork"	"spouse"
"EmmonFrey"	"GennaLannister"	"spouse"
"LancelLannister"	"AmereiFrey"	"spouse"
"MerrettFrey"	"MariyaDarry"	"spouse"
"EdmureTully"	"RoslinFrey"	"spouse"
"GennaLannister"	"EmmonFrey"	"spouse"
"RoslinFrey"	"EdmureTully"	"spouse"
"PerraRoyce"	"WalderFrey"	"spouse"
"AmareiCrakehall"	"WalderFrey"	"spouse"
"BethanyRosby"	"WalderFrey"	"spouse"
"QuellonGreyjoy"	"LadyofHouseStonetree"	"spouse"
"ErikIronmaker"	"Asha(Yara)Greyjoy"	"spouse"
"AlannysHarlaw"	"BalonGreyjoy"	"spouse"
"Asha(Yara)Greyjoy"	"ErikIronmaker"	"spouse"
"QuellonGreyjoy"	"LadyofHouseSunderly"	"spouse"
"QuellonGreyjoy"	"LadyofHousePiper"	"spouse"
"StaffordLannister"	"MyrandaLefford"	"spouse"
"DamonLannister"	"CerissaBrax"	"spouse"
"DamonLannister"	"EllaLannister"	"spouse"
"GeroldLannister"	"AlysanneFarman"	"spouse"
"JoannaLannister"	"TywinLannister"	"spouse"
"AntarioJast"	"LannaLannister"	"spouse"
"DarlessaMarbrand"	"TygettLannister"	"spouse"
"ErmesandeHayford"	"TyrekLannister"	"spouse"
"JasonLannister"	"AlysStackspear"	"spouse"
"LannaLannister"	"AntarioJast"	"spouse"
"ShieraCrakehall"	"DamionLannister"	"spouse"
"TyboltLannister"	"TeoraKyndall"	"spouse"
"TyrekLannister"	"ErmesandeHayford"	"spouse"
"KevanLannister"	"DornaSwyft"	"spouse"
"SansaStark"	"TyrionLannister"	"spouse"
"TywinLannister"	"JoannaLannister"	"spouse"
"Tysha"	"TyrionLannister"	"spouse"
"TyrionLannister"	"Tysha"	"spouse"
"DamionLannister"	"ShieraCrakehall"	"spouse"
"TygettLannister"	"DarlessaMarbrand"	"spouse"
"TytosLannister"	"JeyneMarbrand"	"spouse"
"JasonLannister"	"MarlaPrester"	"spouse"
"GeroldLannister"	"RohanneWebber"	"spouse"
"DoranMartell"	"MellarioofNorvos"	"spouse"
"EllariaSand"	"OberynMartell"	"spouse"
"EliaMartell"	"RhaegarTargaryen"	"spouse"
"RhaegarTargaryen"	"EliaMartell"	"spouse"
"RodrikStark"	"AryaFlint"	"spouse"
"BrandonStark"	"AlysKarstark"	"spouse"
"CatelynStark"	"EddardStark"	"spouse"
"JeyneWesterling"	"RobbStark"	"spouse"
"ArtosStark"	"LysaraKarstark"	"spouse"
"BeronStark"	"LorraRoyce"	"spouse"
"CreganStark"	"ArraNorrey"	"spouse"
"EdwyleStark"	"MarnaLocke"	"spouse"
"JonnelStark"	"RobynRyswell"	"spouse"
"RodwellStark"	"MyriameManderly"	"spouse"
"WillamStark"	"MelanthaBlackwood"	"spouse"
"EddardStark"	"CatelynStark"	"spouse"
"RickardStark"	"LyarraStark"	"spouse"
"LyarraStark"	"RickardStark"	"spouse"
"WillamStark"	"LyannaGlover"	"spouse"
"SansaStark"	"RamsayBolton"	"spouse"
"CreganStark"	"LynaraStark"	"spouse"
"TalisaStark"	"RobbStark"	"spouse"
"AerysIITargaryen"	"RhaellaTargaryen"	"spouse"
"DuncanTargaryen"	"JennyofOldstones"	"spouse"
"MaronMartell"	"DaenerysTargaryen"	"spouse"
"DaenerysTargaryen"	"Drogo"	"spouse"
"HizdahrzoLoraq"	"DaenerysTargaryen"	"spouse"
"RhaellaTargaryen"	"AerysIITargaryen"	"spouse"
"Drogo"	"DaenerysTargaryen"	"spouse"
"DaenerysTargaryen"	"HizdahrzoLoraq"	"spouse"
"MinisaWhent"	"HosterTully"	"spouse"
"HosterTully"	"MinisaWhent"	"spouse"
"PetyrBaelish"	"LysaArryn"	"spouse"
"LysaArryn"	"PetyrBaelish"	"spouse"
"LiaSerry"	"TheodoreTyrell"	"spouse"
"LuthorTyrell"	"ElynNorridge"	"spouse"
"OleneTyrell"	"LeoBlackbar"	"spouse"
"ElynNorridge"	"LuthorTyrell"	"spouse"
"LeoBlackbar"	"OleneTyrell"	"spouse"
"LeonetteFossoway"	"GarlanTyrell"	"spouse"
"LuthorTyrell"	"OlennaRedwyne"	"spouse"
"MinaTyrell"	"PaxterRedwyne"	"spouse"
"TheodoreTyrell"	"LiaSerry"	"spouse"
"MaceTyrell"	"AlerieHightower"	"spouse"
"OlennaRedwyne"	"LuthorTyrell"	"spouse"
"PaxterRedwyne"	"MinaTyrell"	"spouse"
"AlerieHightower"	"MaceTyrell"	"spouse"
"GarlanTyrell"	"LeonetteFossoway"	"spouse"
"JeyneRoyce"	"JonArryn"	"spouse"
"RowenaArryn"	"JonArryn"	"spouse"
"StannisBaratheon"	"SelyseFlorent"	"spouse"
"OrmundBaratheon"	"RhaelleTargaryen"	"spouse"
"RooseBolton"	"WaldaFrey"	"spouse"
"AmereiFrey"	"LancelLannister"	"spouse"
"WalderFrey"	"PerraRoyce"	"spouse"
"WalderFrey"	"AmareiCrakehall"	"spouse"
"WalderFrey"	"BethanyRosby"	"spouse"
"LadyofHouseStonetree"	"QuellonGreyjoy"	"spouse"
"BalonGreyjoy"	"AlannysHarlaw"	"spouse"
"LadyofHouseSunderly"	"QuellonGreyjoy"	"spouse"
"LadyofHousePiper"	"QuellonGreyjoy"	"spouse"
"MyrandaLefford"	"StaffordLannister"	"spouse"
"CerissaBrax"	"DamonLannister"	"spouse"
"EllaLannister"	"DamonLannister"	"spouse"
"AlysanneFarman"	"GeroldLannister"	"spouse"
"AlysStackspear"	"JasonLannister"	"spouse"
"TeoraKyndall"	"TyboltLannister"	"spouse"
"DornaSwyft"	"KevanLannister"	"spouse"
"TyrionLannister"	"SansaStark"	"spouse"
"JeyneMarbrand"	"TytosLannister"	"spouse"
"MarlaPrester"	"JasonLannister"	"spouse"
"RohanneWebber"	"GeroldLannister"	"spouse"
"MellarioofNorvos"	"DoranMartell"	"spouse"
"OberynMartell"	"EllariaSand"	"spouse"
"AryaFlint"	"RodrikStark"	"spouse"
"AlysKarstark"	"BrandonStark"	"spouse"
"RobbStark"	"JeyneWesterling"	"spouse"
"LysaraKarstark"	"ArtosStark"	"spouse"
"LorraRoyce"	"BeronStark"	"spouse"
"ArraNorrey"	"CreganStark"	"spouse"
"MarnaLocke"	"EdwyleStark"	"spouse"
"RobynRyswell"	"JonnelStark"	"spouse"
"MyriameManderly"	"RodwellStark"	"spouse"
"MelanthaBlackwood"	"WillamStark"	"spouse"
"LyannaGlover"	"WillamStark"	"spouse"
"RamsayBolton"	"SansaStark"	"spouse"
"LynaraStark"	"CreganStark"	"spouse"
"RobbStark"	"TalisaStark"	"spouse"
"JennyofOldstones"	"DuncanTargaryen"	"spouse"
"DaenerysTargaryen"	"MaronMartell"	"spouse"
"AlysArryn"	"HouseArryn"	"house"
"ElysWaynwood"	"HouseWaynwood"	"house"
"JasperArryn"	"HouseArryn"	"house"
"JeyneRoyce"	"HouseRoyce"	"house"
"JonArryn"	"HouseArryn"	"house"
"LysaArryn"	"HouseTully"	"house"
"RobertArryn"	"HouseArryn"	"house"
"RowenaArryn"	"HouseArryn"	"house"
"CassanaBaratheon"	"HouseBaratheon"	"house"
"CerseiLannister"	"HouseLannister"	"house"
"JaimeLannister"	"HouseLannister"	"house"
"JoffreyBaratheon"	"HouseBaratheon"	"house"
"MargaeryTyrell"	"HouseTyrell"	"house"
"MyrcellaBaratheon"	"HouseBaratheon"	"house"
"OrmundBaratheon"	"HouseBaratheon"	"house"
"RenlyBaratheon"	"HouseBaratheon"	"house"
"RhaelleTargaryen"	"HouseTargaryen"	"house"
"RobertBaratheon"	"HouseBaratheon"	"house"
"SelyseFlorent"	"HouseFlorent"	"house"
"ShireenBaratheon"	"HouseBaratheon"	"house"
"StannisBaratheon"	"HouseBaratheon"	"house"
"SteffonBaratheon"	"HouseBaratheon"	"house"
"TommenBaratheon"	"HouseBaratheon"	"house"
"AmareiCrakehall"	"HouseCrakehall"	"house"
"AmereiFrey"	"HouseFrey"	"house"
"BenfreyFrey"	"HouseFrey"	"house"
"BethanyRosby"	"HouseRosby"	"house"
"CleosFrey"	"HouseFrey"	"house"
"DornaSwyft"	"HouseSwyft"	"house"
"EdmureTully"	"HouseTully"	"house"
"EmmonFrey"	"HouseFrey"	"house"
"GennaLannister"	"HouseLannister"	"house"
"JeyneDarry"	"HouseDarry"	"house"
"JyannaFrey"	"HouseFrey"	"house"
"KevanLannister"	"HouseLannister"	"house"
"LancelLannister"	"HouseLannister"	"house"
"LyonelFrey"	"HouseFrey"	"house"
"MarissaFrey"	"HouseFrey"	"house"
"MariyaDarry"	"HouseDarry"	"house"
"MelesaCrakehall"	"HouseCrakehall"	"house"
"MerrettFrey"	"HouseFrey"	"house"
"OlyvarFrey"	"HouseFrey"	"house"
"PateoftheBlueFork"	"HouseFrey"	"house"
"PerraRoyce"	"HouseRoyce"	"house"
"PerwynFrey"	"HouseFrey"	"house"
"RooseBolton"	"HouseBolton"	"house"
"RoslinFrey"	"HouseFrey"	"house"
"TionFrey"	"HouseFrey"	"house"
"TywinFrey"	"HouseFrey"	"house"
"WaldaFrey"	"HouseFrey"	"house"
"WalderFrey"	"HouseFrey"	"house"
"WalderFrey"	"HouseFrey"	"house"
"WalderFrey"	"HouseFrey"	"house"
"WillamenFrey"	"HouseFrey"	"house"
"WillemFrey"	"HouseFrey"	"house"
"AeronGreyjoy"	"HouseGreyjoy"	"house"
"AlannysHarlaw"	"HouseHarlaw"	"house"
"Asha(Yara)Greyjoy"	"HouseGreyjoy"	"house"
"BalonGreyjoy"	"HouseGreyjoy"	"house"
"DonelGreyjoy"	"HouseGreyjoy"	"house"
"ErikIronmaker"	"HouseIronmaker"	"house"
"EuronGreyjoy"	"HouseGreyjoy"	"house"
"HarlonGreyjoy"	"HouseGreyjoy"	"house"
"LadyofHousePiper"	"HousePiper"	"house"
"LadyofHouseStonetree"	"HouseStonetree"	"house"
"LadyofHouseSunderly"	"HouseSunderly"	"house"
"MaronGreyjoy"	"HouseGreyjoy"	"house"
"QuellonGreyjoy"	"HouseGreyjoy"	"house"
"QuentonGreyjoy"	"HouseGreyjoy"	"house"
"RobinGreyjoy"	"HouseGreyjoy"	"house"
"RodrikGreyjoy"	"HouseGreyjoy"	"house"
"TheonGreyjoy"	"HouseGreyjoy"	"house"
"UrrigonGreyjoy"	"HouseGreyjoy"	"house"
"VictarionGreyjoy"	"HouseGreyjoy"	"house"
"AlysStackspear"	"HouseStackspear"	"house"
"AlysanneFarman"	"HouseFarman"	"house"
"AntarioJast"	"HouseJast"	"house"
"CerennaLannister"	"HouseLannister"	"house"
"CerissaBrax"	"HouseBrax"	"house"
"DamionLannister"	"HouseLannister"	"house"
"DamonLannister"	"HouseLannister"	"house"
"DamonLannister"	"HouseLannister"	"house"
"DarlessaMarbrand"	"HouseMarbrand"	"house"
"DavenLannister"	"HouseLannister"	"house"
"EllaLannister"	"HouseLannister"	"house"
"ErmesandeHayford"	"HouseHayford"	"house"
"GerionLannister"	"HouseLannister"	"house"
"GeroldLannister"	"HouseLannister"	"house"
"JasonLannister"	"HouseLannister"	"house"
"JeyneMarbrand"	"HouseMarbrand"	"house"
"JoannaLannister"	"HouseLannister"	"house"
"LannaLannister"	"HouseLannister"	"house"
"LucionLannister"	"HouseLannister"	"house"
"MarlaPrester"	"HousePrester"	"house"
"MyrandaLefford"	"HouseLefford"	"house"
"MyrielleLannister"	"HouseLannister"	"house"
"RohanneWebber"	"HouseWebber"	"house"
"SansaStark"	"HouseStark"	"house"
"ShieraCrakehall"	"HouseCrakehall"	"house"
"StaffordLannister"	"HouseLannister"	"house"
"TeoraKyndall"	"HouseKyndall"	"house"
"TyboltLannister"	"HouseLannister"	"house"
"TygettLannister"	"HouseLannister"	"house"
"TyrekLannister"	"HouseLannister"	"house"
"TyrionLannister"	"HouseLannister"	"house"
"Tysha"	"HouseTysha"	"house"
"TytosLannister"	"HouseLannister"	"house"
"TywinLannister"	"HouseLannister"	"house"
"WillemLannister"	"HouseLannister"	"house"
"AegonTargaryen"	"HouseTargaryen"	"house"
"DoranMartell"	"HouseMartell"	"house"
